Date,Region,State,Sales Rep,Product,Category,Units Sold,Revenue,Profit,Customer Type,Customer Segment,Channel,Profit Margin
2023-10-09,West,North Carolina,Bob,Alpha,Furniture,2,133.48,40.23,New,SMB,Online,30.139346718609527
2023-10-08,East,Illinois,Alice,Delta,Furniture,23,2002.78,331.87,New,Enterprise,Retail,16.57046705079939
2023-10-08,North,Pennsylvania,Bob,Alpha,Furniture,48,2570.84,472.85,Returning,Individual,Retail,18.392821023478707
2023-10-08,West,California,Alice,Delta,Electronics,47,4546.22,479.39,Returning,Enterprise,Online,10.544804254963463
2023-10-08,South,New York,Diana,Gamma,Office Supplies,17,432.05,117.42,Returning,Enterprise,Retail,27.177410021988198
2023-10-07,East,North Carolina,Alice,Alpha,Furniture,19,1153.5,363.62,New,Individual,Retail,31.523190290420462
2023-10-07,South,North Carolina,Charlie,Epsilon,Furniture,12,387.01,81.17,New,Individual,Retail,20.973618252758328
2023-10-06,North,Texas,Alice,Delta,Electronics,14,1369.42,510.97,Returning,Individual,Online,37.31287698441676
2023-10-06,North,New York,Charlie,Epsilon,Office Supplies,48,4310.09,1064.68,Returning,Enterprise,Retail,24.702036384391047
2023-10-05,North,Georgia,Alice,Epsilon,Furniture,21,1587.78,235.06,New,Enterprise,Online,14.804317978561263
2023-10-05,North,New York,Diana,Epsilon,Electronics,47,1980.84,676.05,New,Individual,Retail,34.12946022899376
2023-10-04,West,Georgia,Alice,Beta,Electronics,47,2360.01,408.94,New,Individual,Retail,17.327892678420852
2023-10-04,South,Ohio,Charlie,Delta,Furniture,3,289.72,74.27,New,Enterprise,Online,25.63509595471489
2023-10-04,West,Pennsylvania,Charlie,Beta,Office Supplies,50,2133.13,795.16,New,Enterprise,Retail,37.27667793336552
2023-10-04,West,Georgia,Charlie,Delta,Office Supplies,6,384.41,75.75,Returning,Individual,Retail,19.705522749148045
2023-10-03,East,Ohio,Bob,Gamma,Electronics,28,2469.45,649.46,New,Enterprise,Online,26.29978335256839
2023-10-02,North,Florida,Charlie,Beta,Furniture,23,1024.86,354.41,New,Enterprise,Retail,34.58130866654958
2023-10-02,North,Florida,Alice,Delta,Office Supplies,1,97.83,11.49,New,Enterprise,Retail,11.744863538791781
2023-10-01,South,Michigan,Bob,Gamma,Furniture,5,335.3,49.34,Returning,Individual,Retail,14.715180435430957
2023-10-01,North,Illinois,Bob,Beta,Electronics,41,2846.36,816.19,Returning,Individual,Retail,28.67486895543782
2023-10-01,North,Michigan,Alice,Epsilon,Electronics,4,215.23,32.8,Returning,SMB,Online,15.239511220554755
2023-10-01,East,Illinois,Diana,Delta,Electronics,33,2183.88,616.89,Returning,SMB,Retail,28.247431177537223
2023-09-30,North,Illinois,Charlie,Beta,Electronics,40,3259.69,1219.08,New,SMB,Retail,37.39864833772536
2023-09-30,West,Texas,Bob,Epsilon,Electronics,5,222.18,79.68,Returning,Individual,Retail,35.86281393464758
2023-09-30,North,North Carolina,Charlie,Gamma,Office Supplies,48,1648.51,517.26,Returning,Individual,Retail,31.377425675306792
2023-09-29,East,Michigan,Diana,Beta,Electronics,42,1701.14,394.58,Returning,Individual,Retail,23.195033918431168
2023-09-29,East,Georgia,Alice,Beta,Electronics,42,3605.87,1003.22,New,Individual,Retail,27.821857138499173
2023-09-29,East,Ohio,Alice,Delta,Furniture,45,1916.89,193.23,New,Enterprise,Online,10.080390632743661
2023-09-28,East,Georgia,Charlie,Delta,Electronics,39,3865.71,1041.09,Returning,Enterprise,Retail,26.931404580271153
2023-09-27,South,Florida,Diana,Epsilon,Furniture,2,68.67,18.18,New,Individual,Online,26.474442988204455
2023-09-27,West,Illinois,Alice,Gamma,Electronics,16,1088.94,256.5,Returning,Enterprise,Retail,23.555016805333626
2023-09-26,West,Georgia,Charlie,Delta,Furniture,8,391.28,80.22,Returning,Individual,Retail,20.501942343079126
2023-09-26,South,Georgia,Diana,Delta,Electronics,38,2593.02,845.1,Returning,SMB,Online,32.591341370294096
2023-09-25,South,California,Bob,Delta,Electronics,11,309.98,80.78,Returning,Individual,Online,26.059745790050968
2023-09-25,West,Michigan,Bob,Delta,Office Supplies,10,212.73,39.12,New,Enterprise,Online,18.389507826822733
2023-09-25,East,North Carolina,Diana,Alpha,Furniture,29,857.85,200.22,Returning,SMB,Retail,23.339744710613743
2023-09-24,East,Texas,Charlie,Gamma,Furniture,42,2615.74,267.29,Returning,Enterprise,Retail,10.218523247723398
2023-09-24,East,Florida,Diana,Alpha,Furniture,23,1087.32,164.15,New,SMB,Online,15.096751646249496
2023-09-23,North,North Carolina,Diana,Delta,Office Supplies,24,764.8,283.56,Returning,Enterprise,Retail,37.07635983263599
2023-09-23,West,Pennsylvania,Alice,Alpha,Electronics,41,2876.95,815.51,New,Enterprise,Retail,28.346339004848886
2023-09-22,West,Michigan,Charlie,Alpha,Electronics,50,1815.17,196.11,New,Individual,Retail,10.803946737771119
2023-09-22,North,North Carolina,Diana,Delta,Electronics,27,729.85,144.52,Returning,SMB,Online,19.801329040213744
2023-09-22,West,Texas,Charlie,Alpha,Electronics,24,1046.73,234.54,Returning,Individual,Online,22.406924421770654
2023-09-22,West,California,Diana,Delta,Office Supplies,20,1640.74,575.64,Returning,Individual,Online,35.084169338225436
2023-09-21,South,Florida,Diana,Delta,Office Supplies,32,1344.81,169.04,Returning,SMB,Retail,12.569805400019336
2023-09-21,West,Ohio,Alice,Beta,Office Supplies,19,411.25,54.13,Returning,Individual,Retail,13.162310030395139
2023-09-20,West,California,Charlie,Delta,Electronics,23,665.83,206.49,Returning,SMB,Retail,31.012420587837735
2023-09-20,North,Illinois,Alice,Gamma,Office Supplies,35,858.74,284.7,Returning,Enterprise,Online,33.15322449169714
2023-09-19,East,Ohio,Alice,Gamma,Electronics,8,250.52,52.57,New,SMB,Online,20.98435254670286
2023-09-19,East,Texas,Charlie,Alpha,Office Supplies,47,3043.75,473.7,Returning,Enterprise,Online,15.563039014373716
2023-09-18,West,Florida,Diana,Delta,Office Supplies,47,1707.16,429.54,New,Enterprise,Online,25.161086248506294
2023-09-17,East,New York,Diana,Delta,Electronics,16,1018.56,231.98,New,Enterprise,Online,22.775290606346214
2023-09-16,West,Illinois,Alice,Gamma,Electronics,32,1596.85,471.1,Returning,Enterprise,Retail,29.501831731220847
2023-09-16,East,Florida,Bob,Beta,Furniture,42,1179.85,390.9,Returning,Individual,Retail,33.13133025384583
2023-09-16,South,Florida,Diana,Beta,Furniture,20,1081.53,367.59,Returning,Enterprise,Retail,33.987961498987545
2023-09-16,South,North Carolina,Alice,Epsilon,Office Supplies,41,3280.62,1160.01,Returning,SMB,Online,35.35947473343454
2023-09-16,North,New York,Bob,Epsilon,Electronics,42,1167.62,143.67,Returning,Individual,Online,12.30451688049194
2023-09-15,South,Florida,Bob,Delta,Furniture,16,1293.01,269.33,Returning,Individual,Online,20.829691959072242
2023-09-15,North,Michigan,Diana,Delta,Office Supplies,13,714.03,107.88,New,Enterprise,Online,15.108608881979748
2023-09-14,South,Michigan,Bob,Beta,Electronics,50,2558.01,288.94,Returning,Enterprise,Retail,11.295499235734027
2023-09-14,West,Pennsylvania,Diana,Beta,Furniture,41,1102.49,288.94,Returning,SMB,Retail,26.20794746437609
2023-09-13,West,Georgia,Alice,Beta,Office Supplies,38,3001.88,1047,New,SMB,Retail,34.87814303036764
2023-09-13,North,Ohio,Diana,Delta,Furniture,19,1482.55,475.58,New,SMB,Retail,32.078513372230276
2023-09-13,South,Texas,Charlie,Beta,Furniture,12,1090.65,423.98,Returning,Enterprise,Online,38.87406592399028
2023-09-12,South,Georgia,Diana,Delta,Office Supplies,8,708.88,136,New,Enterprise,Online,19.185193544746642
2023-09-12,North,Florida,Charlie,Epsilon,Furniture,31,2793.61,703.72,Returning,Enterprise,Online,25.190345109016647
2023-09-11,South,Illinois,Alice,Delta,Electronics,35,1269.96,260.65,Returning,SMB,Online,20.524268480897035
2023-09-10,West,Pennsylvania,Charlie,Delta,Electronics,44,3117.68,561.86,New,Individual,Retail,18.021734109979217
2023-09-10,South,Pennsylvania,Diana,Delta,Office Supplies,34,1259.93,203.33,New,Individual,Online,16.13819815386569
2023-09-09,North,Illinois,Charlie,Beta,Office Supplies,45,2261.93,657.19,New,SMB,Online,29.05439160363053
2023-09-09,South,Florida,Bob,Delta,Office Supplies,39,3251.4,1095.78,New,Individual,Online,33.70178999815464
2023-09-08,South,North Carolina,Bob,Gamma,Electronics,5,311.85,85.75,New,Enterprise,Retail,27.497194163860826
2023-09-08,West,Illinois,Diana,Delta,Electronics,3,225.83,54.46,New,Enterprise,Online,24.11548509941106
2023-09-08,North,Michigan,Charlie,Alpha,Furniture,11,479.65,144.7,New,Enterprise,Retail,30.16783070989263
2023-09-08,South,Illinois,Alice,Alpha,Furniture,21,817.34,134.3,New,SMB,Retail,16.43135047838109
2023-09-08,East,California,Alice,Epsilon,Furniture,17,1130.11,336.19,New,SMB,Retail,29.748431568608368
2023-09-08,South,California,Bob,Delta,Furniture,5,319.47,65.18,Returning,Enterprise,Online,20.4025417097067
2023-09-07,West,Michigan,Diana,Epsilon,Electronics,16,1531.19,386.92,Returning,Individual,Retail,25.26923503941379
2023-09-07,East,Texas,Bob,Gamma,Electronics,18,651.43,179.97,New,Enterprise,Online,27.626913098874784
2023-09-07,North,Michigan,Charlie,Epsilon,Furniture,7,292.99,57.88,New,Individual,Retail,19.7549404416533
2023-09-06,South,Georgia,Charlie,Gamma,Office Supplies,7,369.58,101.58,Returning,Individual,Retail,27.48525353103523
2023-09-06,North,Ohio,Diana,Beta,Office Supplies,21,1856.95,202.38,New,SMB,Online,10.898516384393764
2023-09-06,South,Georgia,Charlie,Alpha,Electronics,32,1088.96,333.78,New,Individual,Retail,30.651263590949156
2023-09-05,West,Michigan,Bob,Alpha,Office Supplies,12,777.91,266.58,New,Enterprise,Online,34.26874574179532
2023-09-05,North,Pennsylvania,Alice,Epsilon,Electronics,17,906.3,135.01,Returning,SMB,Retail,14.896833278163962
2023-09-04,North,Texas,Diana,Epsilon,Electronics,30,686.71,242.57,Returning,Enterprise,Retail,35.32349900249013
2023-09-04,West,Florida,Bob,Epsilon,Furniture,14,659.86,203.28,Returning,SMB,Online,30.80653471948595
2023-09-04,North,Pennsylvania,Alice,Delta,Electronics,48,3126.48,754.08,Returning,Enterprise,Retail,24.11913717663315
2023-09-04,East,Michigan,Charlie,Epsilon,Furniture,49,3186.95,806.45,New,Individual,Online,25.304758468127837
2023-09-04,North,California,Diana,Epsilon,Electronics,10,777.46,225.11,New,Individual,Online,28.954544285236537
2023-09-04,East,Texas,Diana,Delta,Furniture,10,672.94,69.11,New,Individual,Retail,10.269860611644425
2023-09-03,North,North Carolina,Bob,Beta,Furniture,20,1078.52,383.73,Returning,Enterprise,Online,35.579312391054415
2023-09-03,South,Georgia,Charlie,Delta,Electronics,49,1180.31,374.24,Returning,SMB,Online,31.706924452050732
2023-09-03,East,North Carolina,Charlie,Alpha,Electronics,30,1217.34,379.51,New,Individual,Retail,31.175349532587447
2023-09-03,West,Pennsylvania,Diana,Delta,Electronics,33,2187.06,737.53,New,Enterprise,Retail,33.722440170822935
2023-09-03,North,Illinois,Alice,Epsilon,Furniture,28,881.5,343.45,New,Individual,Retail,38.96199659671015
2023-09-03,South,Texas,Diana,Epsilon,Electronics,33,1978.85,692.32,New,SMB,Retail,34.98597670364101
2023-09-02,West,North Carolina,Bob,Beta,Furniture,19,1057.62,379.77,Returning,SMB,Retail,35.907982072956266
2023-09-02,West,Georgia,Charlie,Gamma,Furniture,10,969.38,277.14,New,SMB,Retail,28.589407662629725
2023-09-02,West,Illinois,Diana,Gamma,Furniture,24,1426.96,488.49,New,SMB,Retail,34.232914727812975
2023-09-02,West,Texas,Charlie,Gamma,Furniture,25,2197.5,729.17,New,Enterprise,Online,33.181797497155856
2023-09-02,South,California,Diana,Epsilon,Furniture,40,1000.53,245.84,New,Enterprise,Retail,24.570977381987547
2023-09-01,South,North Carolina,Diana,Beta,Office Supplies,30,1002.43,364.71,New,Enterprise,Online,36.38259030555749
2023-09-01,West,Texas,Alice,Epsilon,Electronics,35,2499.48,911.97,New,Individual,Online,36.48638916894714
2023-09-01,North,Texas,Charlie,Gamma,Furniture,21,1349.31,300.51,Returning,Enterprise,Retail,22.271383151388488
2023-09-01,South,Illinois,Diana,Beta,Furniture,7,536.34,114.59,Returning,SMB,Online,21.36517880448969
2023-09-01,West,California,Diana,Gamma,Furniture,15,483.05,173.26,New,Enterprise,Retail,35.867922575302764
2023-09-01,North,North Carolina,Diana,Alpha,Office Supplies,29,1506.16,534.31,Returning,Enterprise,Online,35.47498273755776
2023-08-31,North,Michigan,Alice,Gamma,Furniture,35,2021.97,211.11,Returning,Enterprise,Retail,10.440807727117614
2023-08-31,North,Georgia,Diana,Alpha,Office Supplies,15,782.3,136.03,Returning,Individual,Online,17.38846989645916
2023-08-31,East,Ohio,Diana,Epsilon,Office Supplies,11,822.56,267.07,New,Enterprise,Online,32.46814822019062
2023-08-30,East,Pennsylvania,Alice,Beta,Furniture,42,2617.49,577.84,Returning,SMB,Retail,22.076111083518946
2023-08-30,South,Georgia,Diana,Beta,Furniture,31,2782.44,637.42,Returning,Enterprise,Online,22.90867008812409
2023-08-29,East,Pennsylvania,Bob,Epsilon,Office Supplies,35,3189.01,924.62,New,Enterprise,Online,28.99395110081185
2023-08-29,East,Georgia,Charlie,Delta,Electronics,18,1551.96,446.29,Returning,SMB,Online,28.756540117013323
2023-08-29,East,Texas,Charlie,Delta,Electronics,24,1566.45,295.08,Returning,Enterprise,Retail,18.837498803025948
2023-08-28,South,Florida,Charlie,Delta,Furniture,17,367.22,99.62,Returning,Enterprise,Online,27.128152061434562
2023-08-28,North,Georgia,Charlie,Epsilon,Office Supplies,45,3284.59,1051.97,Returning,Enterprise,Online,32.02743721438597
2023-08-28,East,Georgia,Bob,Delta,Office Supplies,27,939.52,286.03,Returning,Enterprise,Retail,30.444269414168936
2023-08-28,East,Ohio,Diana,Gamma,Furniture,41,1963.65,774.82,New,SMB,Retail,39.458151910982096
2023-08-28,East,Illinois,Alice,Alpha,Office Supplies,30,2363.11,716.09,New,Enterprise,Retail,30.30286359923998
2023-08-28,South,New York,Bob,Alpha,Furniture,21,538.99,127.06,New,Individual,Online,23.573721219317612
2023-08-27,East,Ohio,Bob,Epsilon,Office Supplies,8,286.39,54.48,Returning,Individual,Online,19.02301057997835
2023-08-27,North,Ohio,Diana,Delta,Electronics,19,1148.98,293.59,New,Individual,Retail,25.55222893348883
2023-08-27,North,Texas,Diana,Alpha,Electronics,14,872.04,161.97,New,Individual,Retail,18.57368928030824
2023-08-27,South,Pennsylvania,Diana,Gamma,Furniture,31,2564.26,436.24,Returning,Individual,Retail,17.012315443831746
2023-08-26,South,Illinois,Charlie,Delta,Furniture,28,1994.07,774.93,Returning,Individual,Online,38.861725014668494
2023-08-26,East,Texas,Bob,Beta,Electronics,33,1015.14,113.13,Returning,Individual,Online,11.144275666410545
2023-08-25,North,California,Bob,Epsilon,Electronics,27,914.98,187.48,Returning,Individual,Retail,20.490065356619816
2023-08-25,East,Texas,Bob,Alpha,Office Supplies,22,684.58,170.03,New,Individual,Retail,24.837126413275293
2023-08-24,West,New York,Bob,Alpha,Office Supplies,25,2030.86,284.66,Returning,SMB,Online,14.016721979850901
2023-08-24,South,Ohio,Diana,Beta,Electronics,41,867.29,143.29,Returning,SMB,Retail,16.521578710696538
2023-08-24,East,New York,Alice,Gamma,Office Supplies,19,1810.72,453.63,New,Individual,Retail,25.052465317663692
2023-08-24,South,New York,Diana,Beta,Electronics,13,1298.6,226.62,New,Individual,Online,17.4511011858925
2023-08-23,South,California,Alice,Alpha,Furniture,20,1992.75,395.52,Returning,Individual,Online,19.84794881445239
2023-08-23,South,New York,Charlie,Alpha,Office Supplies,50,3269.64,1026.62,New,Individual,Retail,31.39856375625451
2023-08-23,East,Florida,Bob,Alpha,Furniture,46,3900.65,967.19,New,Individual,Online,24.795610987912273
2023-08-22,North,North Carolina,Diana,Delta,Electronics,2,183.42,41.14,New,SMB,Online,22.429397012321452
2023-08-22,South,Pennsylvania,Alice,Epsilon,Furniture,35,2669.44,544.51,Returning,Enterprise,Retail,20.397911172380724
2023-08-22,East,New York,Alice,Beta,Electronics,10,807.23,120.55,New,Enterprise,Online,14.933785909839822
2023-08-21,East,California,Bob,Alpha,Electronics,19,693.13,71.79,Returning,SMB,Retail,10.35736441937299
2023-08-21,East,Michigan,Alice,Epsilon,Electronics,18,549.71,128.65,New,Individual,Online,23.403248985828892
2023-08-21,East,Illinois,Alice,Epsilon,Furniture,24,2090.62,449.03,Returning,Enterprise,Online,21.478317436932585
2023-08-20,East,Pennsylvania,Alice,Gamma,Electronics,20,1915.93,473.87,Returning,Enterprise,Online,24.73315830954158
2023-08-20,South,California,Diana,Delta,Furniture,19,667.18,98,Returning,Individual,Online,14.68868970892413
2023-08-18,South,North Carolina,Alice,Alpha,Furniture,39,1491.94,580.48,New,SMB,Online,38.90773087389574
2023-08-17,North,Ohio,Bob,Gamma,Office Supplies,16,474.17,95.34,Returning,Individual,Online,20.10671278233545
2023-08-17,West,Texas,Alice,Beta,Electronics,2,103.73,14.44,Returning,Individual,Retail,13.920755808348595
2023-08-17,South,Ohio,Alice,Alpha,Electronics,8,755.66,197.23,Returning,Individual,Retail,26.100362596935128
2023-08-16,South,Illinois,Diana,Gamma,Furniture,50,2326.72,335.91,New,Enterprise,Online,14.437061614633478
2023-08-16,North,Texas,Bob,Beta,Furniture,27,2433.72,886.69,New,Enterprise,Retail,36.43352563154348
2023-08-16,North,Pennsylvania,Alice,Delta,Furniture,16,979.47,231.8,New,Individual,Retail,23.665860108017604
2023-08-15,East,Georgia,Alice,Alpha,Office Supplies,17,1630.08,261.65,Returning,Enterprise,Retail,16.05135944248135
2023-08-14,East,Ohio,Alice,Delta,Furniture,14,1258.68,173.17,New,Individual,Online,13.758064003559284
2023-08-13,West,New York,Diana,Beta,Office Supplies,23,2255.07,695.23,Returning,Enterprise,Online,30.829641651922113
2023-08-13,South,Florida,Bob,Beta,Office Supplies,39,2414.93,872.22,New,Enterprise,Retail,36.11781707958409
2023-08-13,West,Georgia,Diana,Delta,Electronics,24,834.93,299.72,New,Individual,Online,35.89762015977388
2023-08-12,North,Illinois,Charlie,Alpha,Furniture,27,2188.69,445.38,New,Enterprise,Online,20.349158629134322
2023-08-12,North,Illinois,Diana,Epsilon,Furniture,37,2913.92,1162.8,Returning,Individual,Online,39.90500768723918
2023-08-11,North,Ohio,Bob,Epsilon,Furniture,27,680.09,168.56,New,Individual,Online,24.78495493243541
2023-08-10,South,California,Bob,Alpha,Office Supplies,18,1385.8,393.49,Returning,Enterprise,Online,28.394429210564297
2023-08-10,East,Illinois,Alice,Epsilon,Office Supplies,5,331.1,45.25,Returning,Individual,Online,13.666565992147387
2023-08-10,East,Ohio,Alice,Beta,Electronics,11,411.44,81.23,New,Individual,Online,19.742854365156525
2023-08-09,East,New York,Charlie,Beta,Electronics,31,2646.99,826.92,Returning,SMB,Retail,31.24001224031825
2023-08-09,East,Florida,Charlie,Gamma,Furniture,43,2413.4,761.96,New,Individual,Online,31.57205602055192
2023-08-09,South,North Carolina,Charlie,Epsilon,Office Supplies,2,101.24,37.98,Returning,Enterprise,Retail,37.514816278150924
2023-08-07,South,North Carolina,Charlie,Gamma,Electronics,13,1060.72,108.74,New,Enterprise,Online,10.251527264499584
2023-08-07,East,Ohio,Diana,Delta,Furniture,20,630.59,210.87,Returning,Enterprise,Retail,33.440111641478616
2023-08-06,East,Michigan,Alice,Epsilon,Electronics,41,2759.07,391.92,New,Enterprise,Online,14.204786395415848
2023-08-06,West,Illinois,Diana,Beta,Furniture,3,257.69,74.14,Returning,Enterprise,Retail,28.771003919438087
2023-08-06,North,Florida,Bob,Delta,Electronics,10,697.88,179.12,New,Enterprise,Online,25.66630366252078
2023-08-05,North,North Carolina,Alice,Alpha,Office Supplies,39,1634.45,379.5,New,Individual,Online,23.218819786472515
2023-08-04,West,Texas,Bob,Epsilon,Office Supplies,18,1266.01,495.37,Returning,SMB,Online,39.128442903294605
2023-08-03,West,Michigan,Alice,Beta,Electronics,45,3446.28,1341.43,New,SMB,Online,38.923999210743176
2023-08-03,East,Florida,Charlie,Alpha,Office Supplies,10,397.91,81.06,New,SMB,Online,20.37144077806539
2023-08-03,West,North Carolina,Charlie,Alpha,Office Supplies,11,310.61,65.12,Returning,Enterprise,Retail,20.96519751456811
2023-08-02,North,New York,Alice,Epsilon,Electronics,4,390.89,93.41,Returning,Individual,Online,23.896748445854332
2023-08-02,North,North Carolina,Charlie,Gamma,Office Supplies,43,3534.35,1208.15,New,SMB,Retail,34.18308882821452
2023-08-02,West,Pennsylvania,Alice,Epsilon,Office Supplies,5,477.19,144.01,Returning,Individual,Online,30.178754793688046
2023-08-01,North,Ohio,Diana,Alpha,Electronics,42,1701.83,326.49,Returning,Enterprise,Retail,19.18464241434221
2023-08-01,East,Georgia,Diana,Epsilon,Furniture,7,677.03,100.23,New,Enterprise,Online,14.80436612853197
2023-07-31,East,New York,Diana,Beta,Office Supplies,32,1377.19,348.91,New,SMB,Online,25.334921107472464
2023-07-31,West,Ohio,Diana,Beta,Electronics,30,1130.04,403.08,New,Individual,Retail,35.66953382181162
2023-07-30,South,North Carolina,Diana,Delta,Electronics,19,1231.73,125.49,Returning,SMB,Retail,10.188109407094087
2023-07-30,West,North Carolina,Charlie,Gamma,Office Supplies,43,995.72,308.19,New,SMB,Online,30.951472301450206
2023-07-30,South,Florida,Alice,Epsilon,Office Supplies,5,362.2,67.92,New,SMB,Retail,18.752070679182772
2023-07-29,North,California,Alice,Epsilon,Office Supplies,48,1915.12,202.22,Returning,SMB,Online,10.55912945402899
2023-07-29,North,Michigan,Bob,Gamma,Electronics,35,1263.94,210.73,Returning,Enterprise,Retail,16.672468629840022
2023-07-29,East,California,Diana,Gamma,Office Supplies,19,1353.2,413.42,New,SMB,Online,30.551285840969555
2023-07-27,East,California,Bob,Beta,Office Supplies,24,2392.52,863.94,Returning,Individual,Online,36.11004296724792
2023-07-26,North,California,Bob,Alpha,Electronics,40,3913.54,824.89,New,Enterprise,Retail,21.07784767755025
2023-07-25,West,New York,Bob,Delta,Furniture,24,1589.92,273.76,New,Individual,Online,17.218476401328367
2023-07-24,East,Pennsylvania,Alice,Epsilon,Furniture,22,1642.16,284.08,New,SMB,Online,17.299166950845226
2023-07-24,West,Texas,Diana,Alpha,Furniture,27,1310.61,355.51,Returning,Individual,Online,27.12553696370393
2023-07-23,South,Illinois,Diana,Alpha,Office Supplies,22,1412.65,350.45,Returning,SMB,Retail,24.80798499274413
2023-07-23,East,North Carolina,Charlie,Epsilon,Furniture,35,2638.19,733.02,New,SMB,Online,27.784958626937406
2023-07-23,South,Texas,Diana,Delta,Furniture,24,1433.39,388.11,New,Individual,Online,27.07637139927026
2023-07-23,East,California,Diana,Alpha,Office Supplies,39,3280.67,989.58,New,Individual,Retail,30.1639604105259
2023-07-22,South,California,Bob,Beta,Electronics,21,2084.55,509.23,Returning,Individual,Online,24.42877359621981
2023-07-21,East,Georgia,Bob,Gamma,Furniture,49,4752.5,1150.05,New,Individual,Retail,24.198842714360865
2023-07-21,West,Illinois,Alice,Beta,Office Supplies,45,1579.52,555.59,New,Enterprise,Online,35.17461000810373
2023-07-21,South,Florida,Diana,Alpha,Office Supplies,28,2653.37,530.91,Returning,Enterprise,Retail,20.008894349449942
2023-07-20,North,North Carolina,Alice,Gamma,Furniture,1,40.73,14.99,New,Individual,Retail,36.80333906211638
2023-07-20,North,Pennsylvania,Bob,Beta,Furniture,34,2190.66,283.51,New,SMB,Online,12.941761843462702
2023-07-20,East,North Carolina,Charlie,Alpha,Electronics,32,2752.71,877.39,New,Enterprise,Online,31.873680845421422
2023-07-18,East,California,Alice,Gamma,Furniture,37,3615.17,787.35,Returning,Individual,Online,21.77905879944788
2023-07-18,North,New York,Alice,Epsilon,Furniture,15,1116.57,183.54,Returning,Individual,Online,16.43784088771864
2023-07-17,West,Georgia,Diana,Alpha,Electronics,26,2540.03,848.4,New,Individual,Online,33.40118030102006
2023-07-17,East,Florida,Alice,Delta,Furniture,4,195.72,52.09,New,Enterprise,Online,26.61455139995913
2023-07-17,North,North Carolina,Alice,Delta,Electronics,28,1592.39,402.27,New,Enterprise,Retail,25.26202751838431
2023-07-17,East,Michigan,Diana,Delta,Electronics,14,947.3,139.52,Returning,Enterprise,Retail,14.728174812625358
2023-07-16,North,California,Bob,Epsilon,Furniture,46,3242.16,754.6,Returning,SMB,Retail,23.274607052088733
2023-07-16,West,North Carolina,Bob,Delta,Electronics,21,597.45,151.92,Returning,SMB,Retail,25.428069294501626
2023-07-16,East,Georgia,Bob,Alpha,Furniture,16,346.52,108.59,New,Enterprise,Online,31.33729654853977
2023-07-16,South,New York,Alice,Epsilon,Office Supplies,45,3827.44,760.15,New,Individual,Online,19.860533411366344
2023-07-16,South,Illinois,Alice,Delta,Electronics,8,417.21,110.01,New,Enterprise,Retail,26.36801610699648
2023-07-16,West,Pennsylvania,Charlie,Beta,Office Supplies,3,255.12,68.5,Returning,SMB,Retail,26.850109752273436
2023-07-15,North,Michigan,Diana,Alpha,Office Supplies,28,1026.13,191.48,New,SMB,Retail,18.660403652558642
2023-07-14,West,Ohio,Bob,Gamma,Office Supplies,1,84.78,29.21,New,Enterprise,Retail,34.45388063222458
2023-07-14,South,Illinois,Alice,Alpha,Furniture,41,1949.05,656.82,New,Individual,Online,33.69949462558683
2023-07-13,North,California,Charlie,Epsilon,Electronics,8,650.62,172.94,New,Individual,Online,26.580799852448433
2023-07-13,West,California,Charlie,Beta,Office Supplies,40,1783.13,261.66,New,Individual,Online,14.674196497170705
2023-07-13,South,Pennsylvania,Diana,Epsilon,Electronics,1,74.86,25.98,New,Individual,Retail,34.704782260219076
2023-07-13,East,Florida,Diana,Alpha,Furniture,11,485.41,59.75,New,Individual,Online,12.309181928678848
2023-07-12,East,California,Alice,Gamma,Furniture,38,2842.3,613.44,New,SMB,Retail,21.582521197621645
2023-07-12,South,Pennsylvania,Charlie,Gamma,Office Supplies,35,2090.34,482.82,Returning,Enterprise,Retail,23.09767788972129
2023-07-11,East,Illinois,Alice,Beta,Furniture,10,996.21,303.09,New,SMB,Retail,30.424308127804373
2023-07-11,North,Georgia,Alice,Epsilon,Office Supplies,47,3027.71,929.35,Returning,SMB,Retail,30.694815553669276
2023-07-11,West,Texas,Bob,Gamma,Furniture,4,264.63,78.75,Returning,Enterprise,Retail,29.75853077882326
2023-07-11,East,North Carolina,Alice,Alpha,Electronics,47,3360.26,1134.04,New,Enterprise,Online,33.74857897900757
2023-07-11,North,Georgia,Charlie,Delta,Electronics,33,1173.66,210.73,New,SMB,Retail,17.95494436208101
2023-07-10,West,Illinois,Bob,Gamma,Electronics,48,3557.35,1349.8,New,Enterprise,Retail,37.94397515004147
2023-07-10,North,North Carolina,Alice,Alpha,Electronics,30,2388.97,864.04,New,Enterprise,Online,36.16788825309653
2023-07-10,South,Texas,Charlie,Delta,Electronics,46,2629.61,426.58,Returning,Enterprise,Retail,16.222177433155487
2023-07-10,West,North Carolina,Diana,Beta,Office Supplies,6,140.64,51.63,New,Individual,Retail,36.710750853242324
2023-07-09,East,Michigan,Diana,Epsilon,Furniture,5,386.52,96.76,Returning,Individual,Retail,25.033633447169617
2023-07-09,South,Ohio,Diana,Gamma,Furniture,44,4158.8,484.34,Returning,Individual,Online,11.646147927286716
2023-07-09,North,Georgia,Alice,Epsilon,Office Supplies,33,1780.38,536.75,Returning,Enterprise,Online,30.148058279693096
2023-07-09,East,North Carolina,Bob,Epsilon,Furniture,31,2582.16,298.94,New,Enterprise,Retail,11.57712922514484
